id,content
2160,"['positive', 'integer', 'num', 'consisting', 'exactly', 'four', 'split', 'num', 'two', 'new', 'integers', 'using', 'digits', 'found', 'leading', 'zeros', 'allowed', 'digits', 'found', 'num', 'must', 'num', 'following', 'two', 'one', 'one', 'possible', 'pairs', 'return', 'minimum', 'possible', 'sum', 'num', 'possible', 'pairs', 'minimum', 'sum', 'obtained', 'pair', 'num', 'possible', 'pairs', 'minimum', 'sum', 'obtained', 'pair', 'num', 'math', 'greedy', 'sorting']"
2141,"['integer', 'integer', 'array', 'batteries', 'ith', 'battery', 'run', 'computer', 'interested', 'running', 'computers', 'simultaneously', 'using', 'insert', 'one', 'battery', 'integer', 'time', 'remove', 'battery', 'computer', 'insert', 'another', 'battery', 'number', 'inserted', 'battery', 'totally', 'new', 'battery', 'battery', 'another', 'may', 'assume', 'removing', 'inserting', 'processes', 'take', 'note', 'batteries', 'cannot', 'return', 'maximum', 'number', 'minutes', 'run', 'computers', 'batteries', 'insert', 'battery', 'first', 'computer', 'battery', 'second', 'two', 'remove', 'battery', 'second', 'computer', 'insert', 'battery', 'note', 'battery', 'still', 'run', 'one', 'end', 'third', 'battery', 'need', 'remove', 'first', 'computer', 'insert', 'battery', 'end', 'fourth', 'battery', 'also', 'first', 'computer', 'longer', 'run', 'two', 'computers', 'simultaneously', 'return', 'batteries', 'insert', 'battery', 'first', 'computer', 'battery', 'second', 'one', 'battery', 'battery', 'drained', 'need', 'remove', 'insert', 'battery', 'first', 'computer', 'battery', 'second', 'another', 'battery', 'battery', 'also', 'drained', 'first', 'second', 'computers', 'longer', 'run', 'two', 'computers', 'simultaneously', 'return', 'array', 'binary search', 'greedy', 'sorting']"
2140,"['integer', 'array', 'questions', 'array', 'describes', 'questions', 'process', 'questions', 'order', 'starting', 'question', 'make', 'decision', 'whether', 'solve', 'skip', 'solving', 'question', 'earn', 'pointsi', 'points', 'unable', 'solve', 'next', 'brainpoweri', 'skip', 'question', 'get', 'make', 'decision', 'next', 'questions', 'question', 'earn', 'points', 'unable', 'solve', 'questions', 'question', 'skipped', 'question', 'earn', 'points', 'unable', 'solve', 'questions', 'return', 'maximum', 'points', 'earn', 'questions', 'maximum', 'points', 'earned', 'solving', 'questions', 'solve', 'question', 'earn', 'unable', 'solve', 'next', 'questions', 'unable', 'solve', 'questions', 'solve', 'question', 'earn', 'points', 'total', 'points', 'way', 'earn', 'questions', 'maximum', 'points', 'earned', 'solving', 'questions', 'skip', 'question', 'solve', 'question', 'earn', 'unable', 'solve', 'next', 'questions', 'unable', 'solve', 'questions', 'solve', 'question', 'earn', 'points', 'total', 'points', 'way', 'earn', 'brainpoweri', 'array', 'dynamic programming']"
2155,"['binary', 'array', 'nums', 'length', 'nums', 'divided', 'index', 'two', 'arrays', 'numsleft', 'numsleft', 'elements', 'nums', 'index', 'numsright', 'elements', 'nums', 'index', 'numsleft', 'numsright', 'elements', 'numsleft', 'elements', 'numsright', 'division', 'score', 'index', 'sum', 'number', 'numsleft', 'number', 'return', 'distinct', 'indices', 'highest', 'possible', 'division', 'may', 'return', 'answer', 'nums', 'division', 'index', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'indices', 'highest', 'possible', 'division', 'score', 'note', 'answer', 'would', 'also', 'nums', 'division', 'index', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'index', 'highest', 'possible', 'division', 'score', 'nums', 'division', 'index', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'numsleft', 'numsright', 'score', 'index', 'highest', 'possible', 'division', 'score', 'either', 'array']"
2138,"['string', 'partitioned', 'groups', 'size', 'using', 'following', 'first', 'group', 'consists', 'first', 'characters', 'second', 'group', 'consists', 'next', 'characters', 'character', 'part', 'exactly', 'one', 'last', 'string', 'characters', 'character', 'fill', 'used', 'complete', 'note', 'partition', 'done', 'removing', 'fill', 'character', 'last', 'group', 'concatenating', 'groups', 'resultant', 'string', 'string', 'size', 'group', 'character', 'return', 'string', 'array', 'denoting', 'composition', 'every', 'group', 'divided', 'using', 'fill', 'first', 'characters', 'form', 'first', 'next', 'characters', 'form', 'second', 'last', 'characters', 'form', 'third', 'since', 'groups', 'completely', 'filled', 'characters', 'need', 'use', 'groups', 'formed', 'fill', 'similar', 'previous', 'forming', 'first', 'three', 'groups', 'last', 'use', 'character', 'complete', 'add', 'groups', 'formed', 'consists', 'lowercase', 'english', 'letters', 'fill', 'lowercase', 'english', 'string', 'simulation']"
2136,"['flower', 'every', 'seed', 'must', 'planted', 'first', 'begin', 'planting', 'seed', 'takes', 'time', 'growth', 'two', 'integer', 'arrays', 'planttime', 'length', 'number', 'full', 'days', 'takes', 'plant', 'ith', 'every', 'work', 'planting', 'exactly', 'one', 'work', 'planting', 'seed', 'consecutive', 'planting', 'seed', 'complete', 'worked', 'days', 'planting', 'number', 'full', 'days', 'takes', 'ith', 'seed', 'grow', 'completely', 'last', 'day', 'flower', 'blooms', 'stays', 'bloomed', 'beginning', 'day', 'plant', 'seeds', 'return', 'earliest', 'possible', 'day', 'seeds', 'planttime', 'growtime', 'grayed', 'pots', 'represent', 'planting', 'colored', 'pots', 'represent', 'growing', 'flower', 'represents', 'day', 'one', 'optimal', 'way', 'day', 'plant', 'seed', 'grows', 'full', 'days', 'blooms', 'day', 'days', 'plant', 'seed', 'grows', 'full', 'days', 'blooms', 'day', 'days', 'plant', 'seed', 'grows', 'full', 'day', 'blooms', 'day', 'day', 'seeds', 'planttime', 'growtime', 'grayed', 'pots', 'represent', 'planting', 'colored', 'pots', 'represent', 'growing', 'flower', 'represents', 'day', 'one', 'optimal', 'way', 'day', 'plant', 'seed', 'grows', 'full', 'days', 'blooms', 'day', 'days', 'plant', 'seed', 'grows', 'full', 'day', 'blooms', 'day', 'days', 'plant', 'seed', 'grows', 'full', 'days', 'blooms', 'day', 'days', 'plant', 'seed', 'grows', 'full', 'day', 'blooms', 'day', 'day', 'seeds', 'planttime', 'growtime', 'day', 'plant', 'seed', 'grows', 'full', 'day', 'blooms', 'day', 'day', 'seeds', 'array', 'greedy', 'sorting']"
2135,"['two', 'arrays', 'strings', 'startwords', 'string', 'consists', 'lowercase', 'english', 'letters', 'string', 'check', 'possible', 'choose', 'string', 'startwords', 'perform', 'conversion', 'operation', 'equal', 'conversion', 'operation', 'described', 'following', 'two', 'append', 'lowercase', 'letter', 'present', 'string', 'string', 'letters', 'added', 'resulting', 'string', 'rearrange', 'letters', 'new', 'string', 'arbitrary', 'rearranged', 'note', 'also', 'rearranged', 'return', 'number', 'strings', 'targetwords', 'obtained', 'performing', 'operations', 'string', 'note', 'verifying', 'string', 'targetwords', 'obtained', 'string', 'startwords', 'performing', 'strings', 'startwords', 'actually', 'change', 'startwords', 'targetwords', 'order', 'form', 'use', 'append', 'rearrange', 'string', 'startwords', 'used', 'obtain', 'note', 'exist', 'must', 'append', 'one', 'letter', 'string', 'rearranging', 'order', 'form', 'use', 'append', 'rearrange', 'startwords', 'targetwords', 'order', 'form', 'use', 'add', 'rearrange', 'string', 'startwords', 'used', 'obtain', 'string', 'startwords', 'targetwords', 'consists', 'lowercase', 'english', 'letters', 'letter', 'occurs', 'string', 'startwords', 'array', 'hash table', 'string', 'bit manipulation', 'sorting']"
2134,"['swap', 'defined', 'taking', 'two', 'distinct', 'positions', 'array', 'swapping', 'values', 'circular', 'array', 'defined', 'array', 'consider', 'first', 'element', 'last', 'element', 'binary', 'circular', 'array', 'return', 'minimum', 'number', 'swaps', 'required', 'group', 'present', 'array', 'together', 'nums', 'ways', 'group', 'using', 'using', 'using', 'swaps', 'circular', 'property', 'way', 'group', 'together', 'minimum', 'number', 'swaps', 'required', 'nums', 'ways', 'group', 'using', 'swaps', 'circular', 'property', 'using', 'way', 'group', 'together', 'minimum', 'number', 'swaps', 'required', 'nums', 'already', 'grouped', 'together', 'due', 'circular', 'property', 'minimum', 'number', 'swaps', 'required', 'either', 'array', 'sliding window']"
2133,"['matrix', 'valid', 'every', 'row', 'every', 'column', 'contains', 'integers', 'integer', 'matrix', 'return', 'true', 'matrix', 'return', 'matrix', 'true', 'every', 'row', 'column', 'contains', 'numbers', 'return', 'matrix', 'false', 'first', 'row', 'first', 'column', 'contain', 'numbers', 'return', 'array', 'hash table', 'matrix']"
2147,"['along', 'long', 'library', 'line', 'seats', 'decorative', 'string', 'corridor', 'length', 'consisting', 'letters', 'represents', 'seat', 'represents', 'one', 'room', 'divider', 'already', 'installed', 'left', 'index', 'another', 'right', 'index', 'additional', 'room', 'dividers', 'position', 'indices', 'one', 'divider', 'divide', 'corridor', 'section', 'exactly', 'two', 'seats', 'number', 'may', 'multiple', 'ways', 'perform', 'two', 'ways', 'different', 'position', 'room', 'divider', 'installed', 'first', 'way', 'second', 'return', 'number', 'ways', 'divide', 'since', 'answer', 'may', 'return', 'modulo', 'return', 'corridor', 'different', 'ways', 'divide', 'black', 'bars', 'image', 'indicate', 'two', 'room', 'dividers', 'already', 'note', 'section', 'exactly', 'two', 'corridor', 'way', 'divide', 'installing', 'additional', 'installing', 'would', 'create', 'section', 'exactly', 'two', 'corridor', 'way', 'divide', 'corridor', 'always', 'section', 'exactly', 'two', 'either', 'math', 'string', 'dynamic programming']"
2146,"['integer', 'array', 'grid', 'size', 'represents', 'map', 'items', 'integers', 'grid', 'represent', 'represents', 'wall', 'cannot', 'pass', 'represents', 'empty', 'cell', 'freely', 'move', 'positive', 'integers', 'represent', 'price', 'item', 'may', 'also', 'freely', 'move', 'item', 'takes', 'step', 'travel', 'adjacent', 'grid', 'also', 'integer', 'arrays', 'pricing', 'start', 'pricing', 'start', 'indicates', 'start', 'position', 'interested', 'items', 'price', 'range', 'integer', 'interested', 'positions', 'items', 'whose', 'prices', 'within', 'price', 'rank', 'determined', 'first', 'criteria', 'defined', 'length', 'shortest', 'path', 'start', 'distance', 'higher', 'price', 'price', 'higher', 'must', 'price', 'row', 'number', 'row', 'number', 'higher', 'column', 'number', 'column', 'number', 'higher', 'return', 'items', 'within', 'price', 'range', 'sorted', 'rank', 'fewer', 'reachable', 'items', 'within', 'price', 'return', 'grid', 'pricing', 'start', 'start', 'price', 'range', 'take', 'items', 'ranks', 'items', 'distance', 'distance', 'distance', 'distance', 'highest', 'ranked', 'items', 'price', 'range', 'grid', 'pricing', 'start', 'start', 'price', 'range', 'take', 'items', 'ranks', 'items', 'distance', 'price', 'distance', 'price', 'distance', 'distance', 'highest', 'ranked', 'items', 'price', 'range', 'grid', 'pricing', 'start', 'start', 'price', 'range', 'take', 'items', 'ranks', 'items', 'distance', 'distance', 'highest', 'ranked', 'items', 'price', 'range', 'note', 'reachable', 'items', 'within', 'price', 'low', 'high', 'row', 'col', 'array', 'breadth-first search', 'sorting', 'heap (priority queue)', 'matrix']"
2145,"['array', 'integers', 'describes', 'differences', 'pair', 'consecutive', 'integers', 'hidden', 'sequence', 'length', 'call', 'hidden', 'sequence', 'two', 'integers', 'lower', 'upper', 'describe', 'inclusive', 'range', 'values', 'hidden', 'sequence', 'differences', 'lower', 'upper', 'hidden', 'sequence', 'sequence', 'length', 'whose', 'elements', 'possible', 'hidden', 'possible', 'since', 'contains', 'element', 'greater', 'possible', 'since', 'differences', 'return', 'number', 'possible', 'hidden', 'sequences', 'possible', 'return', 'differences', 'lower', 'upper', 'possible', 'hidden', 'sequences', 'return', 'differences', 'lower', 'upper', 'possible', 'hidden', 'sequences', 'return', 'differences', 'lower', 'upper', 'possible', 'hidden', 'return', 'lower', 'upper', 'array', 'prefix sum']"
2144,"['shop', 'selling', 'candies', 'every', 'two', 'candies', 'shop', 'gives', 'third', 'candy', 'customer', 'choose', 'candy', 'take', 'away', 'free', 'long', 'cost', 'chosen', 'candy', 'less', 'equal', 'minimum', 'cost', 'two', 'candies', 'candies', 'costs', 'customer', 'buys', 'candies', 'costs', 'take', 'candy', 'cost', 'candy', 'cost', 'integer', 'array', 'denotes', 'cost', 'ith', 'return', 'minimum', 'cost', 'buying', 'cost', 'buy', 'candies', 'costs', 'take', 'candy', 'cost', 'total', 'cost', 'buying', 'candies', 'way', 'buy', 'note', 'cannot', 'buy', 'candies', 'costs', 'take', 'candy', 'cost', 'cost', 'free', 'candy', 'less', 'equal', 'minimum', 'cost', 'purchased', 'cost', 'way', 'get', 'minimum', 'cost', 'described', 'buy', 'candies', 'costs', 'take', 'candy', 'cost', 'free', 'buy', 'candies', 'costs', 'take', 'last', 'remaining', 'candy', 'cost', 'free', 'minimum', 'cost', 'buy', 'candies', 'cost', 'since', 'buy', 'third', 'candy', 'take', 'minimum', 'cost', 'buy', 'candies', 'array', 'greedy', 'sorting']"
2127,"['company', 'organizing', 'meeting', 'list', 'waiting', 'arranged', 'large', 'circular', 'capable', 'seating', 'number', 'employees', 'numbered', 'employee', 'favorite', 'person', 'attend', 'meeting', 'sit', 'next', 'favorite', 'person', 'favorite', 'person', 'employee', 'integer', 'array', 'denotes', 'favorite', 'person', 'ith', 'return', 'maximum', 'number', 'employees', 'invited', 'favorite', 'figure', 'shows', 'company', 'invite', 'employees', 'seat', 'round', 'employees', 'cannot', 'invited', 'employee', 'cannot', 'sit', 'beside', 'employees', 'note', 'company', 'also', 'invite', 'employees', 'give', 'desired', 'maximum', 'number', 'employees', 'invited', 'meeting', 'favorite', 'employee', 'favorite', 'person', 'least', 'one', 'way', 'company', 'invite', 'invite', 'every', 'seating', 'arrangement', 'figure', 'employee', 'sit', 'employees', 'employee', 'sit', 'employees', 'employee', 'sit', 'employees', 'maximum', 'number', 'employees', 'invited', 'meeting', 'favorite', 'figure', 'shows', 'company', 'invite', 'employees', 'seat', 'round', 'employee', 'cannot', 'invited', 'two', 'spots', 'next', 'favorite', 'employee', 'company', 'leaves', 'maximum', 'number', 'employees', 'invited', 'meeting', 'depth-first search', 'graph', 'topological sort']"
2126,"['integer', 'represents', 'original', 'mass', 'integer', 'array', 'mass', 'ith', 'arrange', 'planet', 'collide', 'asteroids', 'arbitrary', 'mass', 'planet', 'greater', 'equal', 'mass', 'asteroid', 'destroyed', 'planet', 'gains', 'mass', 'planet', 'return', 'true', 'asteroids', 'return', 'mass', 'asteroids', 'true', 'one', 'way', 'order', 'asteroids', 'planet', 'collides', 'asteroid', 'mass', 'new', 'planet', 'planet', 'collides', 'asteroid', 'mass', 'new', 'planet', 'planet', 'collides', 'asteroid', 'mass', 'new', 'planet', 'planet', 'collides', 'asteroid', 'mass', 'new', 'planet', 'planet', 'collides', 'asteroid', 'mass', 'new', 'planet', 'asteroids', 'mass', 'asteroids', 'false', 'planet', 'cannot', 'ever', 'gain', 'enough', 'mass', 'destroy', 'asteroid', 'mass', 'planet', 'destroys', 'mass', 'less', 'collision', 'would', 'destroy', 'last', 'mass', 'array', 'greedy', 'sorting']"
2125,"['security', 'devices', 'activated', 'inside', 'binary', 'string', 'array', 'bank', 'representing', 'floor', 'plan', 'represents', 'ith', 'consisting', 'means', 'cell', 'means', 'cell', 'security', 'one', 'laser', 'beam', 'two', 'security', 'devices', 'conditions', 'two', 'devices', 'located', 'two', 'different', 'row', 'security', 'devices', 'ith', 'laser', 'beams', 'one', 'beam', 'interfere', 'join', 'return', 'total', 'number', 'laser', 'beams', 'bank', 'following', 'device', 'one', 'note', 'beam', 'device', 'row', 'row', 'contains', 'security', 'breaks', 'second', 'bank', 'exist', 'two', 'devices', 'located', 'two', 'different', 'either', 'array', 'math', 'string', 'matrix']"
2124,"['string', 'consisting', 'characters', 'return', 'true', 'every', 'appears', 'every', 'return', 'true', 'indices', 'indices', 'every', 'appears', 'every', 'return', 'false', 'index', 'index', 'every', 'appears', 'every', 'return', 'true', 'every', 'appears', 'every', 'return', 'either', 'string']"
2122,"['alice', 'array', 'arr', 'consisting', 'positive', 'chose', 'arbitrary', 'positive', 'integer', 'created', 'two', 'new', 'integer', 'arrays', 'lower', 'higher', 'following', 'every', 'index', 'every', 'index', 'alice', 'lost', 'three', 'remembers', 'integers', 'present', 'arrays', 'lower', 'array', 'integer', 'belonged', 'help', 'alice', 'recover', 'original', 'array', 'nums', 'consisting', 'exactly', 'integers', 'present', 'lower', 'remaining', 'return', 'original', 'array', 'case', 'answer', 'return', 'valid', 'test', 'cases', 'generated', 'exists', 'least', 'one', 'valid', 'array', 'nums', 'arr', 'get', 'lower', 'higher', 'combining', 'lower', 'higher', 'gives', 'us', 'permutation', 'another', 'valid', 'possibility', 'arr', 'lower', 'higher', 'nums', 'arr', 'get', 'lower', 'higher', 'combining', 'lower', 'higher', 'gives', 'us', 'equal', 'note', 'arr', 'cannot', 'possible', 'way', 'obtain', 'invalid', 'since', 'must', 'nums', 'possible', 'combination', 'arr', 'using', 'get', 'lower', 'higher', 'test', 'cases', 'generated', 'exists', 'least', 'one', 'valid', 'array', 'array', 'hash table', 'sorting', 'enumeration']"
2121,"['array', 'integers', 'interval', 'two', 'elements', 'arr', 'defined', 'absolute', 'difference', 'interval', 'return', 'array', 'intervals', 'length', 'sum', 'intervals', 'element', 'arr', 'value', 'absolute', 'value', 'arr', 'index', 'another', 'found', 'index', 'index', 'another', 'found', 'index', 'index', 'two', 'found', 'indices', 'index', 'another', 'found', 'index', 'index', 'another', 'found', 'index', 'index', 'two', 'found', 'indices', 'index', 'two', 'found', 'indices', 'arr', 'index', 'two', 'found', 'indices', 'index', 'one', 'sum', 'intervals', 'identical', 'elements', 'index', 'two', 'found', 'indices', 'index', 'two', 'found', 'indices', 'array', 'hash table', 'prefix sum']"
2120,"['cell', 'cell', 'integer', 'integer', 'array', 'startpos', 'startpos', 'indicates', 'robot', 'initially', 'cell', 'also', 'string', 'length', 'ith', 'instruction', 'robot', 'begin', 'executing', 'ith', 'instruction', 'executes', 'instructions', 'one', 'one', 'towards', 'end', 'stops', 'either', 'conditions', 'next', 'instruction', 'move', 'robot', 'instructions', 'left', 'return', 'array', 'answer', 'length', 'number', 'instructions', 'robot', 'execute', 'robot', 'begins', 'executing', 'ith', 'instruction', 'startpos', 'starting', 'startpos', 'beginning', 'execution', 'ith', 'one', 'instruction', 'executed', 'moves', 'five', 'instructions', 'executed', 'stays', 'grid', 'ends', 'four', 'instructions', 'executed', 'stays', 'grid', 'ends', 'three', 'instructions', 'executed', 'stays', 'grid', 'ends', 'one', 'instruction', 'executed', 'moves', 'moving', 'would', 'move', 'startpos', 'startpos', 'matter', 'instruction', 'robot', 'begins', 'execution', 'would', 'move', 'startcol', 'consists', 'string', 'simulation']"
2119,"['reversing', 'integer', 'means', 'reverse', 'reversing', 'gives', 'reversing', 'gives', 'leading', 'zeros', 'integer', 'reverse', 'num', 'get', 'reverse', 'get', 'return', 'true', 'equals', 'otherwise', 'return', 'num', 'true', 'reverse', 'num', 'get', 'reverse', 'get', 'equals', 'num', 'false', 'reverse', 'num', 'get', 'reverse', 'get', 'equal', 'num', 'true', 'reverse', 'num', 'get', 'reverse', 'get', 'equals', 'num', 'math']"
2131,"['array', 'strings', 'element', 'words', 'consists', 'two', 'lowercase', 'english', 'create', 'longest', 'possible', 'palindrome', 'selecting', 'elements', 'words', 'concatenating', 'element', 'selected', 'return', 'length', 'longest', 'palindrome', 'impossible', 'create', 'return', 'palindrome', 'string', 'reads', 'forward', 'words', 'one', 'longest', 'palindrome', 'length', 'note', 'another', 'longest', 'palindrome', 'words', 'one', 'longest', 'palindrome', 'length', 'note', 'another', 'longest', 'palindrome', 'words', 'one', 'longest', 'palindrome', 'length', 'note', 'another', 'longest', 'palindrome', 'consists', 'lowercase', 'english', 'array', 'hash table', 'string', 'greedy', 'counting']"
2130,"['linked', 'list', 'size', 'ith', 'node', 'linked', 'list', 'known', 'twin', 'node', 'twin', 'node', 'node', 'twin', 'node', 'nodes', 'twins', 'twin', 'sum', 'defined', 'sum', 'node', 'head', 'linked', 'list', 'even', 'return', 'maximum', 'twin', 'sum', 'linked', 'head', 'nodes', 'twins', 'nodes', 'twin', 'sum', 'nodes', 'twins', 'linked', 'maximum', 'twin', 'sum', 'linked', 'list', 'head', 'nodes', 'twins', 'present', 'linked', 'list', 'node', 'twin', 'node', 'twin', 'sum', 'node', 'twin', 'node', 'twin', 'sum', 'maximum', 'twin', 'sum', 'linked', 'list', 'head', 'one', 'node', 'twin', 'linked', 'list', 'twin', 'sum', 'number', 'nodes', 'list', 'even', 'integer', 'range', 'linked list', 'two pointers', 'stack']"
2129,"['string', 'title', 'consisting', 'one', 'words', 'separated', 'single', 'word', 'consists', 'english', 'capitalize', 'string', 'changing', 'capitalization', 'word', 'length', 'word', 'change', 'letters', 'change', 'first', 'letter', 'uppercase', 'remaining', 'letters', 'return', 'capitalized', 'title', 'since', 'words', 'length', 'least', 'first', 'letter', 'word', 'remaining', 'letters', 'title', 'letter', 'letter', 'word', 'length', 'remaining', 'words', 'length', 'least', 'first', 'letter', 'remaining', 'word', 'remaining', 'letters', 'title', 'love', 'love', 'word', 'length', 'remaining', 'words', 'length', 'least', 'first', 'letter', 'remaining', 'word', 'remaining', 'letters', 'title', 'consists', 'words', 'separated', 'single', 'space', 'without', 'leading', 'trailing', 'word', 'consists', 'uppercase', 'lowercase', 'english', 'letters', 'string']"
2111,"['array', 'arr', 'consisting', 'positive', 'positive', 'integer', 'array', 'arr', 'called', 'holds', 'every', 'index', 'arr', 'arr', 'one', 'choose', 'index', 'change', 'positive', 'return', 'minimum', 'number', 'operations', 'required', 'make', 'array', 'arr', 'resultant', 'array', 'arrays', 'formed', 'require', 'suboptimal', 'change', 'array', 'would', 'take', 'shown', 'cannot', 'make', 'array', 'less', 'arr', 'one', 'problem', 'every', 'index', 'since', 'array', 'already', 'need', 'perform', 'arr', 'indices', 'ones', 'satisfying', 'one', 'ways', 'make', 'array', 'changing', 'array', 'note', 'ways', 'make', 'array', 'none', 'require', 'less', 'array', 'binary search']"
2110,"['integer', 'array', 'prices', 'representing', 'daily', 'price', 'history', 'stock', 'price', 'ith', 'smooth', 'descent', 'period', 'stock', 'consists', 'one', 'contiguous', 'days', 'price', 'day', 'lower', 'price', 'preceding', 'day', 'exactly', 'first', 'day', 'period', 'exempted', 'return', 'number', 'smooth', 'descent', 'prices', 'smooth', 'descent', 'note', 'period', 'one', 'day', 'smooth', 'descent', 'period', 'prices', 'smooth', 'descent', 'note', 'smooth', 'descent', 'period', 'prices', 'smooth', 'descent', 'array', 'math', 'dynamic programming']"
2109,"['string', 'integer', 'array', 'spaces', 'describes', 'indices', 'original', 'string', 'spaces', 'space', 'inserted', 'character', 'spaces', 'place', 'spaces', 'indices', 'obtain', 'return', 'modified', 'string', 'spaces', 'spaces', 'helps', 'indices', 'correspond', 'underlined', 'characters', 'place', 'spaces', 'spaces', 'code', 'py', 'indices', 'correspond', 'underlined', 'characters', 'place', 'spaces', 'spaces', 'also', 'able', 'place', 'spaces', 'first', 'character', 'consists', 'lowercase', 'uppercase', 'english', 'values', 'spaces', 'strictly', 'array', 'string', 'simulation']"
2108,"['array', 'strings', 'return', 'first', 'palindromic', 'string', 'return', 'empty', 'string', 'string', 'palindromic', 'reads', 'forward', 'words', 'first', 'string', 'palindromic', 'note', 'also', 'words', 'first', 'string', 'palindromic', 'words', 'palindromic', 'empty', 'string', 'consists', 'lowercase', 'english', 'array', 'two pointers', 'string']"
2106,"['fruits', 'available', 'positions', 'infinite', 'integer', 'array', 'fruits', 'depicts', 'amounti', 'fruits', 'position', 'fruits', 'already', 'sorted', 'positioni', 'ascending', 'positioni', 'also', 'integer', 'startpos', 'integer', 'position', 'either', 'walk', 'left', 'takes', 'one', 'step', 'move', 'one', 'unit', 'walk', 'steps', 'every', 'position', 'harvest', 'fruits', 'fruits', 'disappear', 'return', 'maximum', 'total', 'number', 'fruits', 'fruits', 'startpos', 'optimal', 'way', 'move', 'right', 'position', 'harvest', 'fruits', 'move', 'right', 'position', 'harvest', 'fruits', 'moved', 'steps', 'harvested', 'fruits', 'fruits', 'startpos', 'move', 'cannot', 'reach', 'position', 'optimal', 'way', 'harvest', 'fruits', 'starting', 'position', 'move', 'left', 'position', 'harvest', 'fruit', 'move', 'right', 'position', 'harvest', 'fruits', 'move', 'right', 'position', 'harvest', 'fruits', 'moved', 'steps', 'harvested', 'fruits', 'fruits', 'startpos', 'move', 'steps', 'cannot', 'reach', 'position', 'positioni', 'positioni', 'amounti', 'array', 'binary search', 'sliding window', 'prefix sum']"
2105,"['alice', 'bob', 'want', 'water', 'plants', 'plants', 'arranged', 'row', 'labeled', 'left', 'right', 'ith', 'plant', 'located', 'plant', 'needs', 'specific', 'amount', 'alice', 'bob', 'watering', 'initially', 'water', 'plants', 'following', 'alice', 'waters', 'plants', 'order', 'left', 'starting', 'bob', 'waters', 'plants', 'order', 'right', 'starting', 'begin', 'watering', 'plants', 'takes', 'amount', 'time', 'water', 'plant', 'regardless', 'much', 'water', 'must', 'water', 'plant', 'enough', 'fully', 'water', 'first', 'refill', 'water', 'case', 'alice', 'bob', 'reach', 'one', 'water', 'currently', 'watering', 'water', 'amount', 'alice', 'water', 'integer', 'array', 'plants', 'amount', 'water', 'ith', 'plant', 'two', 'integers', 'capacitya', 'capacityb', 'representing', 'capacities', 'watering', 'cans', 'return', 'number', 'times', 'refill', 'water', 'plants', 'capacitya', 'capacityb', 'alice', 'bob', 'units', 'water', 'watering', 'alice', 'waters', 'plant', 'bob', 'waters', 'plant', 'alice', 'bob', 'units', 'units', 'water', 'alice', 'enough', 'water', 'plant', 'waters', 'bob', 'enough', 'water', 'plant', 'refills', 'waters', 'total', 'number', 'times', 'refill', 'water', 'plants', 'plants', 'capacitya', 'capacityb', 'alice', 'bob', 'units', 'units', 'water', 'watering', 'cans', 'alice', 'waters', 'plant', 'bob', 'waters', 'plant', 'alice', 'bob', 'unit', 'water', 'need', 'water', 'plants', 'since', 'neither', 'enough', 'water', 'current', 'refill', 'cans', 'water', 'total', 'number', 'times', 'refill', 'water', 'plants', 'plants', 'capacitya', 'capacityb', 'one', 'watering', 'units', 'whereas', 'since', 'alice', 'water', 'waters', 'total', 'number', 'times', 'refill', 'capacityb', 'array', 'two pointers', 'simulation']"
2104,"['integer', 'array', 'range', 'subarray', 'nums', 'difference', 'largest', 'smallest', 'element', 'return', 'sum', 'subarray', 'ranges', 'subarray', 'contiguous', 'sequence', 'elements', 'within', 'nums', 'subarrays', 'nums', 'range', 'largest', 'smallest', 'range', 'range', 'range', 'range', 'range', 'sum', 'ranges', 'nums', 'subarrays', 'nums', 'range', 'largest', 'smallest', 'range', 'range', 'range', 'range', 'range', 'sum', 'ranges', 'nums', 'sum', 'subarray', 'ranges', 'nums', 'could', 'find', 'solution', 'time', 'array', 'stack', 'monotonic stack']"
2103,"['rings', 'ring', 'either', 'rings', 'distributed', 'across', 'ten', 'rods', 'labeled', 'string', 'rings', 'length', 'describes', 'rings', 'placed', 'onto', 'every', 'two', 'characters', 'rings', 'forms', 'pair', 'used', 'describe', 'ring', 'first', 'character', 'ith', 'pair', 'denotes', 'ith', 'color', 'second', 'character', 'ith', 'pair', 'denotes', 'rod', 'ith', 'ring', 'placed', 'describes', 'red', 'ring', 'placed', 'onto', 'rod', 'labeled', 'green', 'ring', 'placed', 'onto', 'rod', 'labeled', 'blue', 'ring', 'placed', 'onto', 'rod', 'labeled', 'return', 'number', 'rods', 'three', 'colors', 'rings', 'rings', 'rod', 'labeled', 'holds', 'rings', 'rod', 'labeled', 'holds', 'red', 'rod', 'labeled', 'holds', 'green', 'number', 'rods', 'three', 'colors', 'rings', 'rod', 'labeled', 'holds', 'rings', 'rod', 'labeled', 'holds', 'red', 'number', 'rods', 'three', 'colors', 'rings', 'one', 'ring', 'rods', 'three', 'even', 'either', 'odd', 'digit', 'hash table', 'string']"
